3/10/2023,22:16:6,113,44
3/10/2023,22:17:6,121,47
3/10/2023,22:18:6,121,49
3/10/2023,22:16:6,184,197
3/10/2023,22:17:6,174,82
3/10/2023,22:18:6,116,56
3/10/2023,22:19:6,99,41
3/10/2023,22:20:6,163,73
3/10/2023,22:21:7,206,84
3/10/2023,22:22:7,246,127
3/10/2023,22:16:6,345,221
3/10/2023,22:17:6,310,147
3/10/2023,22:16:6,243,217
3/10/2023,22:16:6,495,232
3/10/2023,22:17:6,416,228
3/10/2023,22:16:6,257,214
3/10/2023,22:17:6,314,189
3/10/2023,22:18:7,336,187
3/10/2023,22:19:7,344,183
3/10/2023,22:20:8,358,176
3/10/2023,22:21:8,320,192
3/10/2023,22:22:9,352,149
3/10/2023,22:23:10,364,155
3/10/2023,22:24:10,339,154
3/10/2023,22:25:11,368,151
3/10/2023,22:26:11,374,153
3/10/2023,22:27:12,370,150
3/10/2023,22:28:13,334,144
3/10/2023,22:29:14,372,151
3/10/2023,22:30:15,376,157
3/10/2023,22:31:15,366,144
3/10/2023,22:32:16,372,148
3/10/2023,22:33:17,353,140
3/10/2023,22:34:18,19,143
3/10/2023,22:35:19,216,163
3/10/2023,22:36:20,354,137
3/10/2023,22:37:21,366,140
3/10/2023,22:38:22,372,142
3/10/2023,22:39:23,367,195
3/10/2023,22:40:24,351,131
3/10/2023,22:41:25,334,120
3/10/2023,22:42:26,380,136
3/10/2023,22:43:28,376,141
3/10/2023,22:44:29,360,122
3/10/2023,22:45:30,375,142
3/10/2023,22:46:31,349,137
3/10/2023,22:47:33,361,138
3/10/2023,22:48:34,365,141
3/10/2023,22:49:35,380,147
3/10/2023,22:50:37,377,149
3/10/2023,22:51:38,383,144
3/10/2023,22:52:39,378,137
3/10/2023,22:53:41,360,128
3/10/2023,22:54:42,367,142
3/10/2023,22:55:44,351,138
3/10/2023,22:56:45,369,143
3/10/2023,22:57:47,366,139
3/10/2023,22:58:49,366,155
3/10/2023,22:59:50,374,127
3/10/2023,23:0:52,369,137
3/10/2023,23:1:54,373,129
3/10/2023,23:2:55,376,140
3/10/2023,23:3:57,363,140
3/10/2023,23:4:59,370,136
3/10/2023,23:6:1,376,147
3/10/2023,23:7:3,373,148
3/10/2023,23:8:4,375,147
3/10/2023,23:9:6,372,144
3/10/2023,23:10:8,378,155
3/10/2023,23:11:10,387,143
3/10/2023,23:12:12,381,150
3/10/2023,23:13:14,376,148
3/10/2023,23:14:16,381,141
3/10/2023,23:15:18,374,136
3/10/2023,23:16:20,375,146
3/10/2023,23:17:22,380,183
3/10/2023,23:18:25,364,138
3/10/2023,23:19:27,359,130
3/10/2023,23:20:29,377,123
3/10/2023,23:21:31,373,134
3/10/2023,23:22:33,373,136
3/10/2023,23:23:36,370,138
3/10/2023,23:24:38,362,135
3/10/2023,23:25:40,375,145
3/10/2023,23:26:43,372,139
3/10/2023,23:27:45,368,146
3/10/2023,23:28:48,338,138
3/10/2023,23:29:50,380,141
3/10/2023,23:30:53,378,142
3/10/2023,23:31:55,385,144
3/10/2023,23:32:58,388,147
3/10/2023,23:34:0,378,146
3/10/2023,23:35:3,381,147
3/10/2023,23:36:6,386,150
3/10/2023,23:37:8,370,162
3/10/2023,23:38:11,366,123
3/10/2023,23:39:14,373,140
3/10/2023,23:40:16,367,133
3/10/2023,23:41:19,356,123
3/10/2023,23:42:22,374,145
3/10/2023,23:43:25,386,144
3/10/2023,23:44:28,338,130
3/10/2023,23:45:31,368,133
3/10/2023,23:46:34,378,150
3/10/2023,23:47:37,372,149
3/10/2023,23:48:40,380,144
3/10/2023,23:49:43,381,137
3/10/2023,23:50:46,387,150
3/10/2023,23:51:49,390,146
3/10/2023,23:52:52,383,139
3/10/2023,23:53:55,390,148
3/10/2023,23:54:58,376,143
3/10/2023,23:56:1,363,183
3/10/2023,23:57:5,375,137
3/10/2023,23:58:8,381,138
3/10/2023,23:59:11,372,132
4/10/2023,0:0:14,377,142
4/10/2023,0:1:18,375,134
4/10/2023,0:2:21,385,148
4/10/2023,0:3:24,378,136
4/10/2023,0:4:28,403,149
4/10/2023,0:5:31,367,139
4/10/2023,0:6:35,383,141
4/10/2023,0:7:38,375,143
4/10/2023,0:8:42,361,139
4/10/2023,0:9:45,382,147
4/10/2023,0:10:49,388,154
4/10/2023,0:11:53,390,145
4/10/2023,0:12:56,385,135
4/10/2023,0:14:0,379,139
4/10/2023,0:15:4,361,136
4/10/2023,0:16:7,390,171
4/10/2023,0:17:11,387,152
4/10/2023,0:18:15,364,132
4/10/2023,0:19:19,370,134
4/10/2023,0:20:22,345,136
4/10/2023,0:21:26,379,145
4/10/2023,0:22:30,372,136
4/10/2023,0:23:34,341,131
4/10/2023,0:24:38,390,146
4/10/2023,0:25:42,371,138
4/10/2023,0:26:46,389,143
4/10/2023,0:27:50,376,138
4/10/2023,0:28:54,396,146
4/10/2023,0:29:58,377,131
4/10/2023,0:31:2,384,150
4/10/2023,0:32:6,378,145
4/10/2023,0:33:10,398,148
4/10/2023,0:34:15,395,151
4/10/2023,0:35:19,394,147
4/10/2023,0:36:23,389,166
4/10/2023,0:37:27,375,149
4/10/2023,0:38:32,386,129
4/10/2023,0:39:36,379,135
4/10/2023,0:40:40,377,135
4/10/2023,0:41:45,385,142
4/10/2023,0:42:49,377,149
4/10/2023,0:43:54,388,145
4/10/2023,0:44:58,386,144
4/10/2023,0:46:3,379,146
4/10/2023,0:47:7,386,148
4/10/2023,0:48:12,389,153
4/10/2023,0:49:16,381,139
4/10/2023,0:50:21,393,157
4/10/2023,0:51:26,380,142
4/10/2023,0:52:30,384,142
4/10/2023,0:53:35,392,145
4/10/2023,0:54:40,393,145
4/10/2023,0:55:44,393,153
4/10/2023,0:56:49,393,151
4/10/2023,0:57:54,384,156
4/10/2023,0:58:59,377,132
4/10/2023,1:0:4,375,125
4/10/2023,1:1:9,373,132
4/10/2023,1:2:13,400,149
4/10/2023,1:3:18,377,140
4/10/2023,1:4:23,383,152
4/10/2023,1:5:28,381,135
4/10/2023,1:6:33,390,144
4/10/2023,1:7:38,378,143
4/10/2023,1:8:43,384,139
4/10/2023,1:9:49,393,147
4/10/2023,1:10:54,386,143
4/10/2023,1:11:59,380,142
4/10/2023,1:13:4,361,137
4/10/2023,1:14:9,383,141
4/10/2023,1:15:14,385,140
4/10/2023,1:16:20,396,150
4/10/2023,1:17:25,383,139
4/10/2023,1:18:30,377,154
4/10/2023,1:19:36,377,129
4/10/2023,1:20:41,382,132
4/10/2023,1:21:47,384,142
4/10/2023,1:22:52,388,145
4/10/2023,1:23:57,391,141
4/10/2023,1:25:3,380,141
4/10/2023,1:26:8,360,137
4/10/2023,1:27:14,391,142
4/10/2023,1:28:20,373,144
4/10/2023,1:29:25,392,154
4/10/2023,1:30:31,386,141
4/10/2023,1:31:36,379,131
4/10/2023,1:32:42,402,153
4/10/2023,1:33:48,391,149
4/10/2023,1:34:54,387,141
4/10/2023,1:35:59,363,140
4/10/2023,1:37:5,396,143
4/10/2023,1:38:11,400,148
4/10/2023,1:39:17,385,183
4/10/2023,1:40:23,380,136
4/10/2023,1:41:29,384,137
4/10/2023,1:42:35,395,136
4/10/2023,1:43:41,372,131
4/10/2023,1:44:47,384,137
4/10/2023,1:45:53,390,142
4/10/2023,1:46:59,398,144
4/10/2023,1:48:5,401,154
4/10/2023,1:49:11,393,137
4/10/2023,1:50:17,401,154
4/10/2023,1:51:23,398,141
4/10/2023,1:52:29,396,146
4/10/2023,1:53:36,390,156
4/10/2023,1:54:42,388,136
4/10/2023,1:55:48,381,145
4/10/2023,1:56:54,385,150
4/10/2023,1:58:1,375,142
4/10/2023,1:59:7,389,138
4/10/2023,2:0:13,389,204
4/10/2023,2:1:20,357,125
4/10/2023,2:2:26,380,134
4/10/2023,2:3:33,386,138
4/10/2023,2:4:39,400,137
4/10/2023,2:5:46,388,136
4/10/2023,2:6:52,377,140
4/10/2023,2:7:59,377,142
4/10/2023,2:9:5,392,149
4/10/2023,2:10:12,388,141
4/10/2023,2:11:19,396,152
4/10/2023,2:12:25,397,143
4/10/2023,2:13:32,391,141
4/10/2023,2:14:39,368,148
4/10/2023,2:15:46,385,146
4/10/2023,2:16:52,390,135
4/10/2023,2:17:59,368,132
4/10/2023,2:19:6,390,154
4/10/2023,2:20:13,391,141
4/10/2023,2:21:20,399,159
4/10/2023,2:22:27,376,147
4/10/2023,2:23:34,386,130
4/10/2023,2:24:41,364,120
4/10/2023,2:25:48,388,137
4/10/2023,2:26:55,391,144
4/10/2023,2:28:2,397,148
4/10/2023,2:29:9,364,158
4/10/2023,2:30:16,354,142
4/10/2023,2:31:23,384,162
4/10/2023,2:32:31,397,149
4/10/2023,2:33:38,400,153
4/10/2023,2:34:45,387,141
4/10/2023,2:35:52,392,150
4/10/2023,2:37:0,395,148
4/10/2023,2:38:7,388,142
4/10/2023,2:39:14,390,141
4/10/2023,2:40:22,388,147
4/10/2023,2:41:29,396,139
4/10/2023,2:42:36,389,141
4/10/2023,2:43:44,383,141
4/10/2023,2:44:51,373,136
4/10/2023,2:45:59,372,135
4/10/2023,2:47:6,396,140
4/10/2023,2:48:14,394,151
4/10/2023,2:49:22,391,142
4/10/2023,2:50:29,396,144
4/10/2023,2:51:37,386,140
4/10/2023,2:52:45,387,140
4/10/2023,2:53:52,382,141
4/10/2023,2:55:0,394,148
4/10/2023,2:56:8,388,151
4/10/2023,2:57:16,396,145
4/10/2023,2:58:23,401,147
4/10/2023,2:59:31,377,141
4/10/2023,3:0:39,397,149
4/10/2023,3:1:47,368,139
4/10/2023,3:2:55,401,145
4/10/2023,3:4:3,368,136
4/10/2023,3:5:11,347,146
4/10/2023,3:6:19,344,125
4/10/2023,3:7:27,397,136
4/10/2023,3:8:35,390,135
4/10/2023,3:9:43,395,140
4/10/2023,3:10:51,399,142
4/10/2023,3:12:0,390,131
4/10/2023,3:13:8,391,146
4/10/2023,3:14:16,397,146
4/10/2023,3:15:24,396,149
4/10/2023,3:16:32,385,141
4/10/2023,3:17:41,396,147
4/10/2023,3:18:49,405,158
4/10/2023,3:19:57,398,156
4/10/2023,3:21:6,402,152
4/10/2023,3:22:14,396,147
4/10/2023,3:23:23,401,150
4/10/2023,3:24:31,371,144
4/10/2023,3:25:39,375,141
4/10/2023,3:26:48,383,179
4/10/2023,3:27:57,387,131
4/10/2023,3:29:5,399,129
4/10/2023,3:30:14,391,140
4/10/2023,3:31:22,389,136
4/10/2023,3:32:31,387,144
4/10/2023,3:33:40,401,149
4/10/2023,3:34:48,352,137
4/10/2023,3:35:57,388,138
4/10/2023,3:37:6,413,150
4/10/2023,3:38:15,393,144
4/10/2023,3:39:24,381,150
4/10/2023,3:40:32,353,136
4/10/2023,3:41:41,398,144
4/10/2023,3:42:50,400,150
4/10/2023,3:43:59,399,142
4/10/2023,3:45:8,408,158
4/10/2023,3:46:17,392,140
4/10/2023,3:47:26,357,141
4/10/2023,3:48:35,375,196
4/10/2023,3:49:44,359,145
4/10/2023,3:50:53,386,131
4/10/2023,3:52:2,390,133
4/10/2023,3:53:12,391,136
4/10/2023,3:54:21,389,135
4/10/2023,3:55:30,358,130
4/10/2023,3:56:39,401,143
4/10/2023,3:57:48,397,142
4/10/2023,3:58:58,397,144
4/10/2023,4:0:7,403,144
4/10/2023,4:1:16,396,142
4/10/2023,4:2:26,399,142
4/10/2023,4:3:35,402,141
4/10/2023,4:4:45,396,148
4/10/2023,4:5:54,402,147
4/10/2023,4:7:4,409,146
4/10/2023,4:8:13,405,141
4/10/2023,4:9:23,401,140
4/10/2023,4:10:32,397,148
4/10/2023,4:11:42,388,136
4/10/2023,4:12:51,378,132
4/10/2023,4:14:1,395,143
4/10/2023,4:15:11,402,142
4/10/2023,4:16:20,394,138
4/10/2023,4:17:30,373,140
4/10/2023,4:18:40,396,143
4/10/2023,4:19:50,398,141
4/10/2023,4:21:0,401,143
4/10/2023,4:22:9,403,140
4/10/2023,4:23:19,402,149
4/10/2023,4:24:29,404,147
4/10/2023,4:25:39,389,133
4/10/2023,4:26:49,402,145
4/10/2023,4:27:59,396,150
4/10/2023,4:29:9,405,148
4/10/2023,4:30:19,394,145
4/10/2023,4:31:29,401,143
4/10/2023,4:32:39,398,143
4/10/2023,4:33:49,368,137
4/10/2023,4:35:0,394,133
4/10/2023,4:36:10,395,129
4/10/2023,4:37:20,393,137
4/10/2023,4:38:30,398,142
4/10/2023,4:39:40,410,144
4/10/2023,4:40:51,403,143
4/10/2023,4:42:1,404,145
4/10/2023,4:43:11,397,144
4/10/2023,4:44:22,395,129
4/10/2023,4:45:32,402,139
4/10/2023,4:46:43,405,147
4/10/2023,4:47:53,374,145
4/10/2023,4:49:4,403,143
4/10/2023,4:50:14,374,137
4/10/2023,4:51:25,409,141
4/10/2023,4:52:35,415,154
4/10/2023,4:53:46,401,145
4/10/2023,4:54:56,392,137
4/10/2023,4:56:7,384,163
4/10/2023,4:57:18,408,138
4/10/2023,4:58:28,397,142
4/10/2023,4:59:39,401,134
4/10/2023,5:0:50,409,146
4/10/2023,5:2:1,403,136
4/10/2023,5:3:12,406,141
4/10/2023,5:4:22,403,139
4/10/2023,5:5:33,405,151
4/10/2023,5:6:44,411,147
4/10/2023,5:7:55,381,145
4/10/2023,5:9:6,409,153
4/10/2023,5:10:17,409,138
4/10/2023,5:11:28,403,151
4/10/2023,5:12:39,408,150
4/10/2023,5:13:50,398,146
4/10/2023,5:15:1,408,145
4/10/2023,5:16:12,413,144
4/10/2023,5:17:23,407,140
4/10/2023,5:18:35,388,191
4/10/2023,5:19:46,392,137
4/10/2023,5:20:57,400,134
4/10/2023,5:22:8,406,138
4/10/2023,5:23:20,398,122
4/10/2023,5:24:31,406,147
4/10/2023,5:25:42,409,147
4/10/2023,5:26:54,379,142
4/10/2023,5:28:5,417,143
4/10/2023,5:29:16,415,143
4/10/2023,5:30:28,413,151
4/10/2023,5:31:39,403,147
4/10/2023,5:32:51,414,148
4/10/2023,5:34:2,405,147
4/10/2023,5:35:14,409,142
4/10/2023,5:36:26,376,143
4/10/2023,5:37:37,408,147
4/10/2023,5:38:49,409,139
4/10/2023,5:40:1,401,149
4/10/2023,5:41:12,407,191
4/10/2023,5:42:24,398,135
4/10/2023,5:43:36,383,130
4/10/2023,5:44:48,399,128
4/10/2023,5:45:59,414,147
4/10/2023,5:47:11,412,150
4/10/2023,5:48:23,417,145
4/10/2023,5:49:35,415,154
4/10/2023,5:50:47,423,149
4/10/2023,5:51:59,417,145
4/10/2023,5:53:11,406,142
4/10/2023,5:54:23,405,137
4/10/2023,5:55:35,416,138
4/10/2023,5:56:47,414,147
4/10/2023,5:57:59,420,147
4/10/2023,5:59:11,411,154
4/10/2023,6:0:23,408,137
4/10/2023,6:1:36,421,160
4/10/2023,6:2:48,424,144
4/10/2023,6:4:0,416,171
4/10/2023,6:5:12,399,143
4/10/2023,6:6:25,421,143
4/10/2023,6:7:37,394,132
4/10/2023,6:8:49,418,147
4/10/2023,6:10:2,407,137
4/10/2023,6:11:14,385,142
4/10/2023,6:12:26,375,133
4/10/2023,6:13:39,407,142
4/10/2023,6:14:51,416,149
4/10/2023,6:16:4,422,147
4/10/2023,6:17:16,415,144
4/10/2023,6:18:29,408,136
4/10/2023,6:19:42,388,143
4/10/2023,6:20:54,414,150
4/10/2023,6:22:7,404,139
4/10/2023,6:23:19,422,151
4/10/2023,6:24:32,401,148
4/10/2023,6:25:45,412,145
4/10/2023,6:26:58,419,150
4/10/2023,6:28:10,394,140
4/10/2023,6:29:23,401,131
4/10/2023,6:30:36,416,139
4/10/2023,6:31:49,405,140
4/10/2023,6:33:2,418,131
4/10/2023,6:34:15,385,137
4/10/2023,6:35:28,409,148
4/10/2023,6:36:41,421,147
4/10/2023,6:37:54,412,141
4/10/2023,6:39:7,419,150
4/10/2023,6:40:20,407,141
4/10/2023,6:41:33,421,156
4/10/2023,6:42:46,417,150
4/10/2023,6:43:59,419,152
4/10/2023,6:45:12,419,144
4/10/2023,6:46:26,411,148
4/10/2023,6:47:39,413,144
4/10/2023,6:48:52,414,145
4/10/2023,6:50:5,413,149
4/10/2023,6:51:19,393,151
4/10/2023,6:52:32,400,131
4/10/2023,6:53:45,408,128
4/10/2023,6:54:59,400,137
4/10/2023,6:56:12,416,149
4/10/2023,6:57:26,407,143
4/10/2023,6:58:39,402,138
4/10/2023,6:59:53,416,145
4/10/2023,7:1:6,416,150
4/10/2023,7:2:20,417,149
4/10/2023,7:3:33,424,144
4/10/2023,7:4:47,412,150
4/10/2023,7:6:1,423,146
4/10/2023,7:7:14,419,153
4/10/2023,7:8:28,414,153
4/10/2023,7:9:42,424,143
4/10/2023,7:10:56,407,134
4/10/2023,7:12:9,407,150
4/10/2023,7:13:23,416,142
4/10/2023,7:14:37,408,176
4/10/2023,7:15:51,414,147
4/10/2023,7:17:5,411,140
4/10/2023,7:18:19,410,141
4/10/2023,7:19:33,408,138
4/10/2023,7:20:47,419,138
4/10/2023,7:22:1,413,149
4/10/2023,7:23:15,403,149
4/10/2023,7:24:29,407,147
4/10/2023,7:25:43,422,148
4/10/2023,7:26:57,413,149
4/10/2023,7:28:11,417,142
4/10/2023,7:29:25,419,149
4/10/2023,7:30:39,432,151
4/10/2023,7:31:54,401,141
4/10/2023,7:33:8,414,153
4/10/2023,7:34:22,430,148
4/10/2023,7:35:37,425,149
4/10/2023,7:36:51,426,149
4/10/2023,7:38:5,406,203
4/10/2023,7:39:20,414,148
4/10/2023,7:40:34,423,135
4/10/2023,7:41:48,405,128
4/10/2023,7:43:3,423,145
4/10/2023,7:44:17,423,142
4/10/2023,7:45:32,422,125
4/10/2023,7:46:47,385,141
4/10/2023,7:48:1,411,146
4/10/2023,7:49:16,417,145
4/10/2023,7:50:30,411,146
4/10/2023,7:51:45,385,146
4/10/2023,7:53:0,427,147
4/10/2023,7:54:15,425,144
4/10/2023,7:55:29,390,139
4/10/2023,7:56:44,399,137
4/10/2023,7:57:59,428,147
4/10/2023,7:59:14,406,141
4/10/2023,8:0:29,443,153
4/10/2023,8:1:44,425,185
4/10/2023,8:2:58,434,144
4/10/2023,8:4:13,412,133
4/10/2023,8:5:28,416,128
4/10/2023,8:6:43,421,152
4/10/2023,8:7:58,424,145
4/10/2023,8:9:13,428,145
